Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum
35918,1,1,1,359.14,359.14,718.28
19535,89,56,135,8239783.77,3989801.5700000003,12229585.34
347217,0,1,1,0.0,130.18,130.18
35925,22,5,24,188718.47000000003,100124.25,288842.72000000003
19542,70,40,97,6576415.220000001,44053319.07000001,50629734.29000001
35928,0,2,2,0.0,194.96,194.96
35930,0,1,1,0.0,165.35,165.35
35932,2,2,2,7350.01,7350.01,14700.02
35933,0,1,1,0.0,78.91,78.91
347228,0,1,1,0.0,768.59,768.59
314461,0,1,1,0.0,413.29,413.29
248926,8,1,9,28626.159999999996,15.89,28642.049999999996
330850,1,1,1,2670.57,2670.57,5341.14
35939,0,1,1,0.0,181.69,181.69
35941,0,1,1,0.0,360.69,360.69
19560,5,2,7,1218341.68,126006.1,1344347.78
248937,10,1,10,15662.439999999999,12.16,15674.599999999999
232555,32,12,39,73675.08,28984.049999999996,102659.13
35949,0,1,1,0.0,84.73,84.73
330861,0,1,1,0.0,333.62,333.62
248941,13,2,13,38990681.63,38980685.2,77971366.83000001
35956,0,2,2,0.0,2313.12,2313.12
134263,17,6,19,36552056.85,222824.00000000003,36774880.85
330874,0,1,1,0.0,554.42,554.42
314492,1,1,1,829502.78,829502.78,1659005.56
3198,0,1,1,0.0,414.66,414.66
3199,0,2,2,0.0,575.59,575.59
314496,0,1,1,0.0,81.97,81.97
314501,1,1,1,746051.04,746051.04,1492102.08
314502,0,2,2,0.0,11715.58,11715.58
232583,24,8,30,1307813.79,3300.3599999999997,1311114.1500000001
3208,0,1,1,0.0,720.33,720.33
314503,0,1,1,0.0,0.46,0.46
330890,0,1,1,0.0,10324.29,10324.29
19593,57,24,74,815378498.1500001,387434257.96000004,1202812756.1100001
248975,3,1,4,155.07999999999998,22.65,177.73
3216,0,2,2,0.0,377.70000000000005,377.70000000000005
19601,68,22,82,71034319.89999996,1314770.8599999999,72349090.75999996
3218,1,1,1,7655.38,7655.38,15310.76
3219,0,2,2,0.0,734.43,734.43
3220,0,1,1,0.0,163.08,163.08
3221,1,1,1,5290.44,5290.44,10580.88
117907,49,30,74,907288.2599999999,1007315.31,1914603.5699999998
3223,1,1,1,1509.8,1509.8,3019.6
35992,1,1,1,2492.44,2492.44,4984.88
347283,0,1,1,0.0,0.02,0.02
3226,0,1,1,0.0,265.6,265.6
3227,0,1,1,0.0,87.39,87.39
3228,0,1,1,0.0,609.95,609.95
3229,135,131,250,12908589.209999999,12265490.709999999,25174079.919999998
314527,1,1,1,565436.7,565436.7,1130873.4
3232,0,1,1,0.0,484.37,484.37
3234,0,1,1,0.0,46.12,46.12
3236,0,2,2,0.0,311.76,311.76
314533,0,1,1,0.0,0.43,0.43
3238,0,1,1,0.0,493.84,493.84
3241,0,1,1,0.0,1337.3,1337.3
3242,123,117,225,414803671.63000005,413461854.58000004,828265526.21
3243,1,1,1,4498.77,4498.77,8997.54
3244,0,2,2,0.0,949.7099999999999,949.7099999999999
36013,0,1,1,0.0,892.41,892.41
330926,1,1,1,12557.28,12557.28,25114.56
3245,0,4,4,0.0,799.22,799.22
36016,0,1,1,0.0,163.45,163.45
3248,0,1,1,0.0,976.41,976.41
3250,0,2,2,0.0,132.84,132.84
314541,0,1,1,0.0,4501.35,4501.35
36020,0,1,1,0.0,33.31,33.31
314542,0,1,1,0.0,35168.09,35168.09
3254,0,1,1,0.0,515.58,515.58
36023,1,1,1,10832.39,10832.39,21664.78
36024,0,1,1,0.0,265.3,265.3
314556,0,1,1,0.0,290.65,290.65
36029,0,1,1,0.0,0.01,0.01
3262,0,1,1,0.0,152.54,152.54
330943,0,1,1,0.0,3454.17,3454.17
36033,0,1,1,0.0,415.07,415.07
36034,0,1,1,0.0,229.78,229.78
330946,0,2,2,0.0,868.1,868.1
3268,1,1,1,12661.62,12661.62,25323.24
36038,0,1,1,0.0,2173.48,2173.48
3272,0,1,1,0.0,397.95,397.95
36041,0,1,1,0.0,175.88,175.88
314568,0,1,1,0.0,18252.48,18252.48
3283,0,2,2,0.0,862.47,862.47
3286,0,1,1,0.0,397.13,397.13
36056,22,9,29,2589379.48,74781.34,2664160.82
3288,0,1,1,0.0,206.5,206.5
150744,7,1,7,5811080.75,4437.01,5815517.76
330971,0,1,1,0.0,2380.41,2380.41
3292,1,1,1,28615.96,28615.96,57231.92
3293,1,1,1,6698.29,6698.29,13396.58
3301,0,2,2,0.0,196.3,196.3
36069,0,1,1,0.0,141.05,141.05
36071,0,1,1,0.0,306.73,306.73
3305,0,1,1,0.0,120.99,120.99
347370,1,1,1,888.13,888.13,1776.26
3307,0,1,1,0.0,417.19,417.19
3309,0,2,2,0.0,214.24,214.24
3311,1,1,1,133.29,133.29,266.58
330991,0,1,1,0.0,157.1,157.1
117999,59,28,80,662649.0900000001,1343731.6600000001,2006380.7500000002
347375,0,1,1,0.0,2195.19,2195.19
314610,1,1,1,949043.43,949043.43,1898086.86
3316,0,1,1,0.0,169.06,169.06
36089,0,1,1,0.0,160.86,160.86
36090,0,1,1,0.0,941.95,941.95
331002,0,1,1,0.0,842.85,842.85
3322,1,1,1,7059.49,7059.49,14118.98
3325,2,2,2,7115.04,7115.04,14230.08
19705,48,36,79,8349716.359999999,45714882.12,54064598.48
36095,0,1,1,0.0,120.9,120.9
347391,0,1,1,0.0,60.54,60.54
3329,0,1,1,0.0,432.58,432.58
314623,0,1,1,0.0,22091.52,22091.52
3331,0,1,1,0.0,1034.69,1034.69
3335,94,140,226,806451.0499999999,6737261.26,7543712.31
3336,0,1,1,0.0,230.79,230.79
314632,0,1,1,0.0,5485.02,5485.02
347401,0,1,1,0.0,1514.45,1514.45
19723,54,29,76,40156612.57000001,5473191.59,45629804.16000001
19729,88,47,130,35368065.73,666830.8399999999,36034896.56999999
3346,0,2,2,0.0,501.73,501.73
331029,0,1,1,0.0,1255.56,1255.56
216343,8,3,9,752610.39,378472155.76000005,379224766.15000004
314648,0,1,1,0.0,655.3,655.3
36121,13,9,20,30766181.83,2561060.11,33327241.939999998
3354,0,1,1,0.0,0.01,0.01
19740,47,19,61,1463683.66,1868995.5899999999,3332679.25
3358,0,1,1,0.0,322.42,322.42
36127,1,1,1,30448.78,30448.78,60897.56
3360,0,1,1,0.0,219.87,219.87
331041,1,1,1,1458.88,1458.88,2917.76
3361,1,1,1,17040.78,17040.78,34081.56
36131,0,1,1,0.0,353.49,353.49
249118,58,32,84,45969068.39,1343176.62,47312245.01
3365,1,1,1,3437.65,3437.65,6875.3
36134,0,1,1,0.0,60.32,60.32
19746,54,45,89,6332163.880000001,31210920.569999993,37543084.449999996
3371,0,1,1,0.0,1641.64,1641.64
3373,0,1,1,0.0,57.43,57.43
331053,0,1,1,0.0,0.01,0.01
3376,0,1,1,0.0,34.89,34.89
150832,2,0,2,21510.45,0.0,21510.45
3381,0,1,1,0.0,88.64,88.64
331062,1,1,1,3503.22,3503.22,7006.44
3388,0,1,1,0.0,216.4,216.4
3389,0,1,1,0.0,217.46,217.46
3390,1,1,1,2425.48,2425.48,4850.96
3392,0,1,1,0.0,162.06,162.06
3393,0,2,2,0.0,834.44,834.44
19777,47,14,58,13779551.329999998,511687.83,14291239.159999998
36168,0,1,1,0.0,145.81,145.81
36169,0,1,1,0.0,344.1,344.1
347471,1,1,1,845.29,845.29,1690.58
3408,1,1,1,4011.02,4011.02,8022.04
134482,13,3,15,589143.49,280782.07,869925.56
249176,59,32,83,7485008.050000001,3685519.4799999995,11170527.530000001
314712,1,1,1,4706.8,4706.8,9413.6
3418,1,1,1,6460.64,6460.64,12921.28
3420,139,129,248,1055036367.0300001,169734615.583968,1224770982.6139681
331101,0,1,1,0.0,47.51,47.51
3423,0,3,3,0.0,522.29,522.29
3428,0,1,1,0.0,463.25,463.25
3431,1,1,1,271.85,271.85,543.7
19818,48,28,70,53269995.64,54104547.169999994,107374542.81
3435,0,2,2,0.0,244.82,244.82
314732,0,1,1,0.0,15112.98,15112.98
3437,1,1,1,1174.3,1174.3,2348.6
36208,23,3,25,193814.441128,4344.72,198159.161128
3443,0,2,2,0.0,378.81,378.81
3444,0,2,2,0.0,418.0,418.0
347510,0,1,1,0.0,92.3,92.3
3449,0,1,1,0.0,201.98,201.98
331129,0,1,1,0.0,1142.24,1142.24
3451,0,1,1,0.0,138.73,138.73
3452,0,1,1,0.0,558.99,558.99
314747,1,1,1,734515.15,734515.15,1469030.3
3454,2,3,3,22872.81,22910.78,45783.59
3455,0,2,2,0.0,394.47,394.47
347516,0,1,1,0.0,251.23,251.23
3457,0,1,1,0.0,389.99,389.99
52603,7,1,7,61067.66,12395.97,73463.63
36227,1,1,1,1822.46,1822.46,3644.92
3460,0,1,1,0.0,601.05,601.05
3459,0,1,1,0.0,92.57,92.57
3461,1,1,1,16433.17,16433.17,32866.34
331139,0,1,1,0.0,728.28,728.28
3464,1,1,1,425.49,425.49,850.98
3470,0,1,1,0.0,7878.21,7878.21
36240,0,1,1,0.0,0.01,0.01
3475,0,2,2,0.0,1334.77,1334.77
3477,0,2,2,0.0,1107.92,1107.92
314775,0,1,1,0.0,43337.74,43337.74
36250,0,1,1,0.0,207.52,207.52
3482,1,1,1,1020.27,1020.27,2040.54
3485,0,1,1,0.0,256.58,256.58
3487,0,1,1,0.0,246.86,246.86
314784,0,1,1,0.0,434.27,434.27
3489,102,132,223,7332843.92,26670978.189999998,34003822.11
150945,4,1,4,9664.26,10.4,9674.66
36259,0,1,1,0.0,264.66,264.66
118180,45,32,68,117045983.77000001,496072138.47,613118122.24
3494,1,1,1,2060.11,2060.11,4120.22
36266,0,1,1,0.0,233.32,233.32
36267,0,1,1,0.0,67.05,67.05
118190,51,17,63,152395161.64999998,8736734.430000002,161131896.07999998
314798,0,1,1,0.0,21333.43,21333.43
232880,24,11,34,234252.84,32457.84,266710.68
19888,54,22,74,3564843.73,151541.16,3716384.89
3506,1,1,1,23212.8,23212.8,46425.6
19890,56,31,81,779835.9099999999,106645.79000000001,886481.7
3508,0,1,1,0.0,93.95,93.95
314803,0,1,1,0.0,1567.52,1567.52
36282,1,1,1,205.97,205.97,411.94
3514,108,112,207,2472311.27,17991725.73,20464037.0
36284,0,1,1,0.0,64.83,64.83
3516,1,1,1,16307.47,16307.47,32614.94
3515,1,1,1,4031.44,4031.44,8062.88
3518,0,1,1,0.0,2105.43,2105.43
3520,0,1,1,0.0,520.33,520.33
118202,42,20,57,134540228.85000002,66459982.92,201000211.77000004
331202,0,1,1,0.0,651.66,651.66
36291,0,1,1,0.0,430.72,430.72
3522,0,1,1,0.0,157.98,157.98
331205,1,1,1,3194.85,3194.85,6389.7
3526,0,1,1,0.0,175.21,175.21
3527,0,2,2,0.0,4177.3,4177.3
19907,2,1,3,850093.86,2235.97,852329.83
134601,7,1,7,1033700.1099999999,547655.33,1581355.44
3529,0,1,1,0.0,44.68,44.68
331211,0,1,1,0.0,658.86,658.86
19914,4,1,5,106844172.05000001,8705.41,106852877.46000001
3533,0,2,2,0.0,701.19,701.19
3536,0,2,2,0.0,864.0,864.0
3537,0,1,1,0.0,232.22,232.22
36307,0,1,1,0.0,140.86,140.86
331219,1,1,1,3163.76,3163.76,6327.52
150995,7,1,8,589750.6699999999,2256.87,592007.5399999999
19925,105,110,194,942523927.61,435835951.31,1378359878.92
36311,1,1,1,113.55,113.55,227.1
216542,7,2,8,378616998.1,1000.1700000000001,378617998.27000004
36321,1,1,1,1196.02,1196.02,2392.04
3553,1,1,1,114.35,114.35,228.7
134627,7,2,8,326448.18,664.3199999999999,327112.5
3555,1,1,1,8159.08,8159.08,16318.16
216546,5,2,7,2086298.3599999999,3663.1600000000003,2089961.5199999998
36326,26,4,29,425190.83999999997,165803.16,590994.0
3558,1,1,1,1463.16,1463.16,2926.32
347629,0,1,1,0.0,1478.67,1478.67
3570,1,1,1,8503.48,8503.48,17006.96
3571,0,2,2,0.0,853.18,853.18
36339,0,1,1,0.0,69.03,69.03
3573,0,3,3,0.0,197.48000000000002,197.48000000000002
3575,1,1,1,2585.23,2585.23,5170.46
36344,0,1,1,0.0,70.08,70.08
331255,0,1,1,0.0,710.83,710.83
3579,2,2,2,2512.83,2512.83,5025.66
331260,1,1,1,1021.08,1021.08,2042.16
3582,0,2,2,0.0,604.73,604.73
314880,0,1,1,0.0,8296.66,8296.66
3590,0,1,1,0.0,144.46,144.46
36358,1,1,1,10642.94,10642.94,21285.88
3593,0,1,1,0.0,4214.89,4214.89
3600,0,1,1,0.0,221.36,221.36
3602,0,1,1,0.0,219.69,219.69
3607,0,1,1,0.0,0.08,0.08
3608,2,2,2,68050.57,68050.57,136101.14
347675,1,1,1,90.67,90.67,181.34
331294,0,2,2,0.0,680.72,680.72
314912,0,1,1,0.0,306.1,306.1
3619,2,2,2,5205.790000000001,5205.790000000001,10411.580000000002
3622,0,3,3,0.0,1718.49,1718.49
3628,1,1,1,13528.4,13528.4,27056.8
314924,0,3,3,0.0,492.73,492.73
3632,0,2,2,0.0,133.57,133.57
3639,1,1,1,23444.46,23444.46,46888.92
314935,0,2,2,0.0,6321.5199999999995,6321.5199999999995
314942,0,1,1,0.0,92.08,92.08
3647,1,1,1,17718.87,17718.87,35437.74
249407,14,0,14,69170.23000000001,0.0,69170.23000000001
347714,0,1,1,0.0,313.6,313.6
3652,0,2,2,0.0,577.89,577.89
3653,0,2,2,0.0,3563.3399999999997,3563.3399999999997
216645,60,39,92,5362811.98,14186596.149999999,19549408.13
3655,133,103,222,4175754.87,2607646.1410769997,6783401.011077
314954,0,1,1,0.0,980.63,980.63
3659,0,1,1,0.0,114.16,114.16
36427,0,1,1,0.0,1844.5,1844.5
314958,0,1,1,0.0,69.33,69.33
151121,7,2,7,5749.6,4114.24,9863.84
3666,0,1,1,0.0,456.28,456.28
36437,0,1,1,0.0,214.15,214.15
36438,0,2,2,0.0,211.98000000000002,211.98000000000002
3672,0,2,2,0.0,383.48,383.48
3675,0,1,1,0.0,66.67,66.67
314971,0,1,1,0.0,864.49,864.49
36445,11,4,14,50538104.63999999,62315.409999999996,50600420.04999999
3677,0,1,1,0.0,640.69,640.69
3679,1,1,1,17808.03,17808.03,35616.06
3680,0,1,1,0.0,456.41,456.41
36448,1,1,1,11488.12,11488.12,22976.24
3678,0,1,1,0.0,134.5,134.5
3683,0,1,1,0.0,906.23,906.23
36453,0,1,1,0.0,70.77,70.77
331367,0,1,1,0.0,167.93,167.93
331373,0,1,1,0.0,65.6,65.6
3695,0,1,1,0.0,43.1,43.1
3698,120,120,226,9946565.239999998,8688790.56,18635355.799999997
3699,0,1,1,0.0,628.5,628.5
3703,0,1,1,0.0,157.72,157.72
36473,0,1,1,0.0,162.29,162.29
3706,1,1,1,6490.79,6490.79,12981.58
3707,0,1,1,0.0,216.81,216.81
331385,0,2,2,0.0,1155.62,1155.62
3710,0,1,1,0.0,461.85,461.85
3711,0,1,1,0.0,302.23,302.23
134783,4,2,6,306306.07,62447.78,368753.85
134784,7,0,7,117714836.74,0.0,117714836.74
36482,0,1,1,0.0,68.77,68.77
315010,0,1,1,0.0,170.45,170.45
3717,1,1,1,3102.54,3102.54,6205.08
3718,1,1,1,2126.54,2126.54,4253.08
331399,1,1,1,10478.45,10478.45,20956.9
36485,0,1,1,0.0,216.55,216.55
315018,1,1,1,946389.75,946389.75,1892779.5
3727,1,1,1,12140.86,12140.86,24281.72
3735,0,1,1,0.0,7112.55,7112.55
315039,0,1,1,0.0,239.54,239.54
3746,0,1,1,0.0,1917.44,1917.44
36514,0,2,2,0.0,260.76,260.76
36516,0,1,1,0.0,339.25,339.25
3749,0,1,1,0.0,900.27,900.27
315045,0,1,1,0.0,12613.41,12613.41
36519,0,1,1,0.0,667.04,667.04
315047,0,1,1,0.0,115.11,115.11
315053,0,1,1,0.0,71.25,71.25
36527,0,1,1,0.0,2128.73,2128.73
331440,0,1,1,0.0,238.13,238.13
3764,1,1,1,15105.92,15105.92,30211.84
118453,39,26,59,144152.32999999996,145674.06,289826.38999999996
36536,1,1,1,1364.72,1364.72,2729.44
36537,0,1,1,0.0,123.35,123.35
3769,1,1,1,599.23,599.23,1198.46
315066,0,1,1,0.0,132.96,132.96
331452,0,1,1,0.0,506.9,506.9
331453,0,1,1,0.0,259.78,259.78
249531,9,2,11,162401.69000000003,6669036.09,6831437.78
315076,0,1,1,0.0,324.94,324.94
3781,0,2,2,0.0,155.91,155.91
3784,0,1,1,0.0,387.59,387.59
3785,0,1,1,0.0,391.63,391.63
3788,1,1,1,157.15,157.15,314.3
36556,1,1,1,582.09,582.09,1164.18
3790,0,1,1,0.0,2588.9,2588.9
36560,0,1,1,0.0,0.06,0.06
233168,34,8,39,726160.2100000001,317992.01,1044152.2200000001
36561,1,1,1,7400.18,7400.18,14800.36
3792,0,1,1,0.0,1315.13,1315.13
36567,0,1,1,0.0,1329.45,1329.45
3799,1,1,1,42.35,42.35,84.7
151255,1,0,1,633.32,0.0,633.32
315098,0,1,1,0.0,133.33,133.33
347868,0,1,1,0.0,1949.7,1949.7
3806,0,1,1,0.0,1186.02,1186.02
315105,0,2,2,0.0,325.91999999999996,325.91999999999996
36579,0,1,1,0.0,302.67,302.67
36580,0,1,1,0.0,213.94,213.94
36587,2,2,2,15444.199999999999,15444.199999999999,30888.399999999998
331499,1,1,1,5364.46,5364.46,10728.92
347885,0,1,1,0.0,171.78,171.78
36595,1,1,1,7144.14,7144.14,14288.28
315123,0,1,1,0.0,83.45,83.45
331509,0,1,1,0.0,9356.7,9356.7
331512,0,1,1,0.0,6197.67,6197.67
3836,1,1,1,437.27,437.27,874.54
3838,0,1,1,0.0,66.57,66.57
36606,0,1,1,0.0,630.06,630.06
3839,1,1,1,1606.03,1606.03,3212.06
331519,1,1,1,92.33,92.33,184.66
20226,50,26,71,2425328.0999999996,2739127.08,5164455.18
331527,0,1,1,0.0,11145.63,11145.63
134920,66,71,126,16767752.81,20948433.199999996,37716186.01
315151,0,1,1,0.0,19919.54,19919.54
3856,0,1,1,0.0,0.04,0.04
315155,0,1,1,0.0,18990.71,18990.71
20248,34,20,51,409040.48000000004,301049.31,710089.79
134939,63,53,109,382790013.9800001,212120155.62,594910169.6000001
3870,2,3,3,1585.35,1900.2199999999998,3485.5699999999997
36641,0,1,1,0.0,512.24,512.24
3875,0,2,2,0.0,767.19,767.19
233252,21,4,23,87542.49000000002,45720.939999999995,133263.43000000002
331556,1,1,1,8264.18,8264.18,16528.36
347943,0,1,1,0.0,1239.87,1239.87
3880,1,1,1,217.81,217.81,435.62
3881,119,139,245,23563763.150000002,4342726.0,27906489.150000002
331562,2,2,2,160916.12,160916.12,321832.24
331563,2,2,2,1148684.53,1148684.53,2297369.06
3884,1,1,1,2536.93,2536.93,5073.86
36651,1,1,1,5961.64,5961.64,11923.28
331566,0,2,2,0.0,12883.599999999999,12883.599999999999
3887,0,1,1,0.0,107.42,107.42
151338,9,1,9,22309.719999999998,13.25,22322.969999999998
3892,0,1,1,0.0,2185.94,2185.94
3893,0,1,1,0.0,95.09,95.09
315190,1,1,1,7591.8,7591.8,15183.6
3895,0,2,2,0.0,855.75,855.75
347960,1,1,1,27448.57,27448.57,54897.14
315195,1,1,1,199719.89,199719.89,399439.78
315196,0,1,1,0.0,12970.58,12970.58
3901,0,1,1,0.0,44.71,44.71
36671,0,1,1,0.0,253.93,253.93
134976,61,59,112,21710017.389999997,7015237.560000001,28725254.95
36673,0,1,1,0.0,202.7,202.7
3909,0,1,1,0.0,108.63,108.63
3912,0,1,1,0.0,51.82,51.82
3913,1,1,1,4894.12,4894.12,9788.24
36680,1,1,1,14905.12,14905.12,29810.24
331602,0,1,1,0.0,122.0,122.0
3923,0,2,2,0.0,496.24,496.24
36693,0,1,1,0.0,122.16,122.16
3926,0,2,2,0.0,675.14,675.14
331607,1,1,1,615.9,615.9,1231.8
3928,0,2,2,0.0,210.01999999999998,210.01999999999998
3932,0,1,1,0.0,174.93,174.93
36702,1,1,1,511.57,511.57,1023.14
315231,0,1,1,0.0,3989.99,3989.99
36705,0,1,1,0.0,362.17,362.17
135010,54,29,78,114607478.64000002,557933.3200000001,115165411.96000001
36707,0,1,1,0.0,102.61,102.61
36708,0,1,1,0.0,0.01,0.01
36709,26,6,30,8090570.400000001,114630.95,8205201.3500000015
249699,9,4,11,69213.26,62631.23,131844.49
315236,0,1,1,0.0,94.27,94.27
3945,0,1,1,0.0,4248.69,4248.69
36713,0,3,3,0.0,4066.55,4066.55
3951,0,1,1,0.0,75.69,75.69
331632,0,1,1,0.0,10018.66,10018.66
36721,1,1,1,1382.55,1382.55,2765.1
36722,0,1,1,0.0,59.2,59.2
331635,0,1,1,0.0,6830.97,6830.97
315248,0,3,3,0.0,1077.38,1077.38
3957,0,1,1,0.0,570.05,570.05
3958,0,1,1,0.0,541.32,541.32
3959,0,2,2,0.0,917.86,917.86
135034,50,27,70,6291837.159999999,7220816.199999998,13512653.359999998
3963,0,2,2,0.0,410.01,410.01
348026,0,1,1,0.0,148.27,148.27
348028,0,1,1,0.0,221.41,221.41
36736,0,1,1,0.0,511.21,511.21
3969,1,1,1,3098.13,3098.13,6196.26
3970,1,1,1,20098.54,20098.54,40197.08
3978,0,2,2,0.0,327.3,327.3
3979,0,1,1,0.0,336.83,336.83
348045,0,1,1,0.0,0.01,0.01
3985,1,1,1,1126.77,1126.77,2253.54
3988,0,4,4,0.0,3623.09,3623.09
3990,0,1,1,0.0,309.59,309.59
36764,0,1,1,0.0,99.47,99.47
331678,1,1,1,9392.78,9392.78,18785.56
36776,0,1,1,0.0,284.33,284.33
53160,6,0,6,3397.7599999999998,0.0,3397.7599999999998
36780,0,1,1,0.0,118.3,118.3
36781,0,1,1,0.0,0.07,0.07
331695,0,1,1,0.0,91.48,91.48
36784,1,1,1,6818.04,6818.04,13636.08
36791,0,1,1,0.0,707.18,707.18
36793,0,1,1,0.0,429.12,429.12
36795,0,1,1,0.0,35.16,35.16
53183,3,1,3,1152.25,19.94,1172.19
135104,55,31,82,14006696.715132,18872988.29,32879685.005131997
331714,0,1,1,0.0,464.2,464.2
36803,0,2,2,0.0,1187.08,1187.08
331716,1,1,1,7645.56,7645.56,15291.12
36806,15,1,15,28826.360000000004,4.96,28831.320000000003
36819,1,1,1,7346.93,7346.93,14693.86
348121,1,1,1,307.4,307.4,614.8
36827,1,1,1,831.54,831.54,1663.08
36831,0,1,1,0.0,204.46,204.46
36834,0,1,1,0.0,76.91,76.91
331753,0,1,1,0.0,196.68,196.68
135155,68,39,103,77625634.61,250992111.14000005,328617745.75000006
331764,0,1,1,0.0,97.26,97.26
36852,1,1,1,172.86,172.86,345.72
36866,0,1,1,0.0,496.1,496.1
348163,0,1,1,0.0,1750.36,1750.36
36868,27,5,30,9720728.040000001,3349070.83,13069798.870000001
331782,0,1,1,0.0,190.73,190.73
20486,118,108,216,10229139.8,4013459.5100000007,14242599.310000002
217096,72,53,116,386573400.74,1576203120.4100003,1962776521.1500003
36879,1,1,1,16599.25,16599.25,33198.5
315412,0,2,2,0.0,6223.3,6223.3
36888,0,1,1,0.0,209.93,209.93
331803,1,1,1,337.73,337.73,675.46
36898,0,1,1,0.0,93.52,93.52
217125,91,63,145,540127952.3,332738034.7,872865987.0
36905,0,1,1,0.0,145.65,145.65
36908,1,1,1,28384.06,28384.06,56768.12
53294,1,0,1,62.51,0.0,62.51
348210,0,1,1,0.0,1015.25,1015.25
36925,0,1,1,0.0,876.24,876.24
348223,0,1,1,0.0,350.24,350.24
36932,18,5,22,330722.62,178709.51,509432.13
53322,4,0,4,4219.71,0.0,4219.71
53329,1,1,1,14935.33,14935.33,29870.66
36946,1,1,1,7676.32,7676.32,15352.64
331860,0,1,1,0.0,0.09,0.09
331862,1,1,1,170363.97,170363.97,340727.94
36950,0,1,1,0.0,72.08,72.08
233564,23,13,33,260307.33999999997,103647156.23999998,103907463.57999998
36960,7,2,8,28561302.340000004,1051.18,28562353.520000003
36962,0,1,1,0.0,277.2,277.2
36965,1,1,1,40084.2,40084.2,80168.4
315493,0,1,1,0.0,436.14,436.14
315499,0,1,1,0.0,561.53,561.53
233580,32,7,36,7153090.4799999995,1428240.83,8581331.309999999
135290,32,15,44,499183.39999999997,598794.0700000001,1097977.47
36986,8,2,10,166228072.8,16477.29,166244550.09
348283,0,2,2,0.0,437.96999999999997,437.96999999999997
348284,0,1,1,0.0,1795.33,1795.33
36991,0,2,2,0.0,3382.0699999999997,3382.0699999999997
36992,0,1,1,0.0,173.64,173.64
348287,0,1,1,0.0,572.31,572.31
36994,0,1,1,0.0,487.65,487.65
233603,14,2,15,187152.99,153623.02,340776.01
36998,0,1,1,0.0,355.32,355.32
331911,0,1,1,0.0,204.3,204.3
37005,0,1,1,0.0,41.69,41.69
315536,0,1,1,0.0,0.01,0.01
4242,137,132,253,10456822.530000001,15478731.234639999,25935553.76464
348317,0,1,1,0.0,670.19,670.19
315551,0,2,2,0.0,456.82,456.82
37024,0,1,1,0.0,258.34,258.34
4259,105,100,189,26289267.153103996,3418466.920000001,29707734.073103998
331941,0,1,1,0.0,144.28,144.28
348343,0,1,1,0.0,46.66,46.66
348345,0,1,1,0.0,4621.73,4621.73
331962,0,1,1,0.0,33.81,33.81
315579,0,1,1,0.0,95.17,95.17
37053,1,1,1,2935.72,2935.72,5871.44
331968,0,1,1,0.0,189.88,189.88
37067,0,1,1,0.0,161.59,161.59
250068,14,4,17,42777671.82,25687.9,42803359.72
37077,1,1,1,1847.17,1847.17,3694.34
315607,0,1,1,0.0,255.06,255.06
332009,0,1,1,0.0,89.36,89.36
135403,20,3,21,1484205.17,136200.91,1620406.0799999998
20727,44,15,57,3315433.8400000003,2080022.7400000002,5395456.58
315639,0,1,1,0.0,77.59,77.59
332027,0,1,1,0.0,3846.09,3846.09
348413,0,1,1,0.0,101.68,101.68
37123,0,1,1,0.0,1412.11,1412.11
315651,0,1,1,0.0,342.12,342.12
315655,0,1,1,0.0,305.95,305.95
37130,0,2,2,0.0,3089.8999999999996,3089.8999999999996
37143,0,1,1,0.0,152.07,152.07
315671,0,2,2,0.0,4051.83,4051.83
315677,0,1,1,0.0,213.98,213.98
315681,0,1,1,0.0,91.86,91.86
37155,0,1,1,0.0,78.95,78.95
315687,1,1,1,227.89,227.89,455.78
151849,3,1,3,203.64,13.75,217.39
315690,0,1,1,0.0,153.49,153.49
37167,0,1,1,0.0,292.36,292.36
4403,118,121,228,49572882.11999999,81699783.97999999,131272666.09999998
37171,1,1,1,1251.23,1251.23,2502.46
315700,1,1,1,8198.75,8198.75,16397.5
37176,0,1,1,0.0,200.72,200.72
348473,0,1,1,0.0,0.01,0.01
348477,1,1,1,7851.0,7851.0,15702.0
315709,1,1,1,6741.29,6741.29,13482.58
348478,0,1,1,0.0,562.74,562.74
150674,10,0,10,103043.99,0.0,103043.99
135490,26,10,35,100100.87,270757.19999999995,370858.06999999995
150675,4,0,4,5149.639999999999,0.0,5149.639999999999
332103,1,1,1,500.36,500.36,1000.72
332104,0,1,1,0.0,88.76,88.76
37193,0,1,1,0.0,20.73,20.73
348487,0,1,1,0.0,0.02,0.02
250188,15,2,15,1508492.8899999997,406193.36,1914686.2499999995
37199,0,1,1,0.0,278.64,278.64
348498,0,3,3,0.0,2756.8199999999997,2756.8199999999997
315732,0,1,1,0.0,349.71,349.71
348502,0,1,1,0.0,1949.32,1949.32
20822,37,16,51,15264117.189999998,5875345.49,21139462.68
37210,0,1,1,0.0,35.32,35.32
315739,0,1,1,0.0,1013.15,1013.15
348508,0,1,1,0.0,567.63,567.63
348509,0,1,1,0.0,14341.93,14341.93
250208,6,0,6,5838.530000000001,0.0,5838.530000000001
250209,4,0,4,49825.34,0.0,49825.34
348518,0,1,1,0.0,23433.56,23433.56
348519,1,1,1,22902.07,22902.07,45804.14
37227,0,1,1,0.0,323.64,323.64
