Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum,money_laundering_fraction
142146,3177,1801,4651,1099316473.13,702742864.07942,1802059337.2094202,0.0008600301010535369
142223,3400,1868,4900,523741453.946868,413021679.89696103,936763133.843829,0.00020408163265306123
142231,2981,1850,4517,516421440.94,971784396.34,1488205837.28,0.00022138587558113792
273361,118,19,132,338581.17,240185.89,578767.06,0.0
11222,10957,16530,26091,63121629724.763954,64322730492.17408,127444360216.93803,0.0006898930665746809
11255,10939,15988,25308,33909924275.683628,35856576113.150566,69766500388.8342,0.000632211158526948
142327,2959,1543,4188,370757023.666589,332663741.95000005,703420765.6165891,0.0
11265,11713,18701,28671,7971841087.530121,10822064140.952293,18793905228.482414,0.00020927069163963587
142342,2556,1144,3479,545413625.057162,1085679309.69,1631092934.747162,0.0008623167576889911
11305,5533,4450,9403,3775413791.2579618,2923997376.9539676,6699411168.211929,0.0003190471126236308
11314,11408,17096,26961,4684524926.917663,3192230856.7553897,7876755783.673052,0.000667631022588183
11337,4881,3584,7923,1566261171.35085,599842675.0300001,2166103846.3808503,0.0005048592704783542
273493,80,6,82,249142.67999999996,11621.71,260764.38999999996,0.0
11437,11503,14104,24108,2425838959.16031,3725503037.5222063,6151341996.682516,0.00045628007300481166
142513,2177,1100,3020,140882963.759811,264019450.78686804,404902414.546679,0.0006622516556291391
273589,89,10,91,1772845.7800000003,504022.2800000001,2276868.0600000005,0.0
142529,1579,641,2070,2856554198.2200003,89169433.25999999,2945723631.4800005,0.0
11483,5436,4649,9464,1744268970.22782,1597564641.69782,3341833611.92564,0.0006339814032121725
273635,1329,357,1573,7880.7988749999995,35686.986473000004,43567.785348000005,0.0
11495,10120,14739,23518,3327300331.753645,3083522015.200807,6410822346.9544525,0.0013181392975593162
142590,1565,425,1862,56744104.300000004,17904836.72,74648941.02000001,0.0005370569280343716
273676,1334,409,1597,17380.024719,664.61668,18044.641399,0.0006261740763932373
11587,3194,1393,4236,4304423414.26,1678353736.88,5982777151.14,0.0
273748,55,5,57,3126182.7600000002,3086186.6199999996,6212369.38,0.0
142716,1702,638,2140,216580720.34,556080619.74,772661340.08,0.0
273801,61,18,74,1256416.1700000002,65465.630000000005,1321881.8000000003,0.0
11661,5690,4027,9141,1238393253.2737,1113722727.8737,2352115981.1474,0.0003281916639317361
273812,1137,330,1371,7480.650942999999,418.34793899999994,7898.998881999999,0.0007293946024799417
11671,4515,4086,8095,1402055749.680028,2244418448.940028,3646474198.620056,0.00012353304508956145
11701,9672,12419,20782,588558950337.3923,596262453044.7848,1184821403382.1772,0.000866134154556828
273870,82,20,95,2210895.5699999994,379669.27999999997,2590564.849999999,0.0
11756,2754,1531,3954,4745689568.450042,1712104739.560042,6457794308.010084,0.0010116337885685382
11770,9211,11636,19632,5208139159.241301,4134440685.4985743,9342579844.739876,0.00040749796251018743
273957,940,267,1131,39795.469951,9255.280366,49050.750317,0.0008841732979664014
11832,7225,7392,13530,458066512191.5868,174573990651.87,632640502843.4568,0.00014781966001478197
11880,5426,4496,9280,1359522445.9313922,816905834.7397511,2176428280.6711435,0.0004310344827586207
143037,1677,557,2077,144068763.38,70509078.41999999,214577841.79999998,0.0
11968,10294,12428,21466,33614266453.830315,35779499552.81,69393766006.64032,0.0011646324420013043
143121,1671,674,2178,131583435.14000002,74521048.91,206104484.05,0.0004591368227731864
12055,10805,15354,24691,1592995582.377906,5129926116.62715,6722921699.005055,0.0006075088088777288
274199,54,6,56,415264.55,170161.99999999997,585426.5499999999,0.0
12063,8356,11012,18305,5844640114.70171,9803127320.24,15647767434.94171,0.0006555585905490303
12066,3069,1746,4449,3696605350.112748,2804882912.4700003,6501488262.582748,0.0
12101,2536,1180,3453,7179687429.0199995,680311301.3951299,7859998730.41513,0.0008688097306689834
274254,66,28,88,243930.1,102674.93999999997,346605.04,0.0
12143,2738,1161,3628,9086385541.76707,2193620498.4300003,11280006040.197071,0.0002756339581036384
143233,1506,585,1934,75648163.21,38975033.35,114623196.56,0.000517063081695967
12202,11141,15560,25335,2964297807.9270325,9157582474.276001,12121880282.203033,0.00047365304914150384
12204,9462,10892,19089,7419209682.872765,5272771790.030468,12691981472.903233,0.0003143171460003143
143280,1695,688,2219,337848212.61999995,46644882.53999999,384493095.15999997,0.0009013068949977468
143302,1320,464,1645,333888874.8,38767840.660436004,372656715.460436,0.0006079027355623101
12274,10801,14799,24197,2468196876.1014833,3922469177.644102,6390666053.745585,0.0008265487457122784
143355,1291,463,1623,497958258.31,462808905.94,960767164.25,0.0006161429451632779
12307,2645,1393,3722,2622898031.42088,6160965901.30088,8783863932.72176,0.0005373455131649651
12386,10128,12336,21050,2082067263.377335,1878968884.335075,3961036147.71241,0.000665083135391924
143476,1308,524,1700,99322825.55708998,175429392.73999995,274752218.29708993,0.000588235294117647
143477,1017,338,1267,634086620.1800001,20028356.03,654114976.21,0.0
274570,19,25,40,106930.98999999999,112269.40999999999,219200.39999999997,0.0
274577,575,227,708,7127.973428,27166.652144,34294.625572,0.0
12469,2448,1288,3434,5143350223.469999,993326660.4,6136676883.869999,0.00029120559114735004
143541,1159,313,1370,698837791.3199999,58167217.099999994,757005008.42,0.00072992700729927
143569,1302,415,1589,40819023.82,38794571.94,79613595.75999999,0.0006293266205160479
143570,1544,482,1867,200497382.70999998,23939950.389999997,224437333.09999996,0.0005356186395286556
12503,10509,13231,22489,3623165265.240957,5621070241.466093,9244235506.70705,0.0006225265685446218
274657,31,10,34,757501679.26,501387.41,758003066.67,0.0
143641,1924,623,2375,672148646.24,29663848.060000002,701812494.3,0.0
12592,8770,10198,17865,1735563533.5155349,3351637251.334186,5087200784.849721,0.0006157290792051497
143711,1242,239,1361,56478447.24999999,45392254.83,101870702.07999998,0.0
274792,41,2,41,905736.3899999999,959.02,906695.4099999999,0.0
12678,1994,886,2642,3709698272.3700004,889884532.97,4599582805.34,0.0003785011355034065
12702,5061,4217,8716,2407262765.559668,976546844.8307071,3383809610.390375,0.0003441945846718678
143797,1220,439,1536,167629455.070189,31339266.150189,198968721.220378,0.0
274907,61,4,61,2173241.66,188161.58,2361403.24,0.0
274940,731,200,885,5709.100535,3026.445620000001,8735.546155,0.0022598870056497176
274967,43,2,43,3389084.3600000003,322601.86,3711686.22,0.0
143919,1050,281,1222,270536320.993181,14527184.01,285063505.003181,0.0
274995,106,9,106,2361290.6899999995,1523752.4700000002,3885043.1599999997,0.0
143928,1688,446,1987,245068044.37659997,90272253.24004601,335340297.616646,0.0
12868,1739,829,2325,5287168980.91,521004083.5800001,5808173064.49,0.00043010752688172043
143968,1073,269,1256,84064999.55999999,25242508.099999998,109307507.65999998,0.0007961783439490446
275095,819,154,910,1826.6733410000002,1203.492303,3030.165644,0.0
12966,7590,7993,14668,5931430078.79,3901939240.23,9833369319.02,0.00040905372238887375
144041,894,180,999,87870153.63,135585531.15,223455684.78,0.001001001001001001
275121,783,109,834,61274.58652100001,1557.7788979999998,62832.36541900001,0.0
275158,399,59,415,11879.529176000002,635.921863,12515.451039000001,0.0
144089,1757,590,2213,116664724.04,632183662.62,748848386.66,0.00045187528242205153
13125,8040,8422,15557,3571894828.123516,3235134366.5195913,6807029194.643107,0.0007070771999742881
13191,1994,894,2629,680236937.3606601,5987260756.34066,6667497693.701321,0.0011411182959300114
13210,7747,9086,15887,15526575224.01171,18244179065.95062,33770754289.962326,0.0002517781834204066
144290,1222,348,1458,97527158.77,10826127.209999999,108353285.97999999,0.0
13218,2532,1204,3486,1145700468.81,1207546878.88,2353247347.69,0.00028686173264486515
144292,1645,527,2024,41349459.3,85053065.4,126402524.7,0.0009881422924901185
144308,1481,633,1916,274421317.93893903,27046916.46,301468234.398939,0.0010438413361169101
13243,4959,4002,8408,5258844972.570219,4199597895.735828,9458442868.306047,0.00035680304471931494
144315,1731,467,2023,67536427.62,132044352.20999998,199580779.82999998,0.0009886307464162135
13255,1741,801,2347,1434945610.96,1577449524.8400002,3012395135.8,0.0012782275244993609
275406,393,87,422,6072.099179000001,829.827938,6901.927117000001,0.002369668246445498
13271,1552,608,2004,2482444240.7999997,501719929.3,2984164170.1,0.000499001996007984
144383,535,109,591,39710456.62,9830055.930000002,49540512.55,0.0
144401,745,129,819,27812003.52,5022255.459999999,32834258.979999997,0.0
13354,8142,8883,16108,4173389594.3967676,3276199171.170108,7449588765.566875,0.000931214303451701
275498,34,3,35,2799725.2,3236.16,2802961.3600000003,0.0
13395,8461,8773,16145,1797201190.2800143,2582349185.135609,4379550375.415624,0.00024775472282440383
13413,1686,630,2127,1214165183.97,3221635108.1499996,4435800292.12,0.0009402914903620122
13474,8314,9250,16621,134599885687.28397,139573790480.50848,274173676167.79245,0.00036098911016184344
13482,1891,879,2532,646603221.76,493873639.69,1140476861.45,0.0007898894154818325
13493,2021,747,2581,1518013124.9199998,350117550.44320405,1868130675.363204,0.0007748934521503294
13512,1779,674,2280,6032957414.530001,530297391.9,6563254806.43,0.0008771929824561404
275704,51,2,51,3195679.4199999995,30504.309999999998,3226183.7299999995,0.0
13577,1763,748,2289,926107457.56,15757273509.279997,16683380966.839996,0.0008737439930100481
13590,9435,10921,19304,2390336130.019084,3278222933.49494,5668559063.514024,0.00036261914629092415
275766,301,43,318,22770.578226,298.64404399999995,23069.222270000002,0.0
275783,27,1,27,352382.88999999996,292486.17,644869.0599999999,0.0
144720,1212,323,1409,47256205.24,20334214.85,67590420.09,0.0
275798,255,64,290,90623.12500800002,566.563081,91189.68808900002,0.0
275810,402,80,458,2541.253015,89533.95601299999,92075.20902799998,0.0
13703,7036,7633,13829,4904286654.052884,3718117011.257157,8622403665.310041,0.0005061826596283173
13712,1395,501,1720,9474296673.42,9044873342.1,18519170015.52,0.0
275888,153,22,156,318.77685799999995,69.050721,387.82757899999996,0.0
144840,1115,363,1373,302558526.28999996,258072294.48,560630820.77,0.0
144868,1472,546,1854,155391812.44,126314976.22000001,281706788.66,0.0
13821,8036,8483,15626,7746208060.494912,8368661852.194049,16114869912.688961,0.00019198771278638167
13856,1399,564,1801,3079240449.5399995,165314204.425901,3244554653.9659004,0.0
144936,1412,453,1731,152410105.20999998,272544374.46000004,424954479.67,0.0011554015020219526
13917,1403,632,1815,408582522.23,107070010.14,515652532.37,0.0011019283746556473
145032,409,101,473,13008823.24,2534334.2800000003,15543157.52,0.0
145063,372,124,456,251621310.61999997,17145122.810000002,268766433.42999995,0.0
14003,8953,10489,18381,3973818338.70896,4651514480.55677,8625332819.26573,0.00021761601653881726
276154,121,37,145,807.5944289999999,651.617964,1459.2123929999998,0.0
14057,1122,433,1426,502727737.43,47381191.16,550108928.59,0.0007012622720897616
14133,4888,3787,8130,4336302947.198162,4758005501.40033,9094308448.598492,0.0008610086100861009
14162,5443,4316,9164,1769767766.7900903,619908129.5100899,2389675896.3001804,0.00021824530772588389
14172,9057,10260,18192,22656743540.735394,21377906449.647808,44034649990.3832,0.0010993843447669306
14195,8645,9988,17485,5157634748.366212,2158268394.037526,7315903142.403738,0.00045753503002573636
14213,8633,9855,17348,32071379890.323154,34575211222.130005,66646591112.453156,0.0007493659211436477
145289,1772,549,2167,94178343.238924,311127438.0100001,405305781.24892414,0.0
14225,1069,308,1245,3112064192.8328066,364380039.93,3476444232.7628064,0.0008032128514056225
276409,4,2,4,0.050323999999999994,0.043278,0.09360199999999999,0.0
145381,184,21,186,587459489.32,398956.99,587858446.3100001,0.0
145397,90,13,93,15051885.510000002,12195764.930000002,27247650.440000005,0.0
14334,1334,540,1745,1446473688.9900002,268079407.38,1714553096.3700004,0.0005730659025787965
14351,1223,410,1476,1155671085.0700068,83687601.90000701,1239358686.9700139,0.0006775067750677507
14408,7408,7091,13620,1648500194.700035,1564382472.820035,3212882667.52007,0.0002936857562408223
145507,1137,516,1533,62327724.370984,15433420.18,77761144.550984,0.0
14449,1181,323,1382,71688486223.55998,112298403725.76,183986889949.31998,0.000723589001447178
14463,1084,264,1231,751018895.4056699,576584844.89,1327603740.29567,0.0
145591,1411,616,1883,550755946.5100001,10288422.040000001,561044368.5500001,0.0
14558,1132,358,1366,971373591.31,220052414.94000006,1191426006.25,0.0
145650,1568,408,1831,433194318.51,287679620.56,720873939.0699999,0.0005461496450027307
14595,4369,3780,7648,1184087330.55,770491694.9240301,1954579025.47403,0.0
14620,8742,9357,17083,1389291006.1698902,1427747076.0000002,2817038082.1698904,0.00040976409295791135
14640,8379,7874,15310,1316213872.1354117,2751260997.4799995,4067474869.6154113,0.0007184846505551926
14648,4777,3684,7949,1302716879.774133,1076481027.180291,2379197906.954424,0.0003774059630142156
14652,7985,8986,15963,2182506405.630619,1444032960.3060892,3626539365.9367085,0.0003758691975192633
145729,1399,472,1730,82469910.88,40608913.69,123078824.57,0.0
14851,7765,8110,15077,1791022475.3919582,1584199904.2245429,3375222379.616501,0.00046428334549313525
145992,226,97,292,2421669.92,849097.19,3270767.11,0.0
146058,1556,417,1831,2187440303.6102924,14094751.020293,2201535054.6305857,0.0010922992900054614
15109,4053,2525,6181,1188567229.1800003,1907645074.3000002,3096212303.4800005,0.0006471444750040447
15168,8672,12027,19316,14451609854.198523,15844521937.915054,30296131792.11358,0.00031062331745703044
15194,4936,3403,7784,1197747126.03,632096395.9,1829843521.9299998,0.00025693730729701953
146287,1353,556,1766,174519908.06,15790549.71,190310457.77,0.0005662514156285391
146307,1318,466,1644,138903064.98,20073475.02,158976540.0,0.0012165450121654502
146341,2148,724,2681,11503351684.02477,1399525590.4451602,12902877274.46993,0.0003729951510630362
15284,4556,3191,7239,1888626491.8900003,309608557.7,2198235049.59,0.0001381406271584473
15331,7004,7128,13309,2937855006.1861596,4698760996.782471,7636616002.96863,0.000375685626267939
15355,6353,6365,12024,1994237370.1363702,1956157061.9578884,3950394432.0942583,0.0006653359946773121
15400,7283,6295,12813,1172029731.58,864026757.631793,2036056489.211793,0.000546320143604152
146475,1242,578,1683,104682663.530248,36519628.340158,141202291.870406,0.0
146477,1613,916,2360,2269359477.4300003,751485998.9300001,3020845476.3600006,0.000423728813559322
146529,1249,559,1678,1246692606.4499998,5371658979.9800005,6618351586.43,0.0
15461,7428,6755,13366,3665984580.9,3739047523.388268,7405032104.288268,0.000822983689959599
146538,1264,372,1511,5208416173.629999,257978301.86000004,5466394475.489999,0.0
15516,7566,6889,13623,1100435089.7899997,849754264.715184,1950189354.5051837,0.0004404316229905307
146606,1318,632,1812,426311537.93,19069125.64,445380663.57,0.0005518763796909492
15607,6713,6783,12713,10815050143.781128,11143362377.47004,21958412521.251167,0.0006292771179108
15640,7273,6557,13139,816224680.868574,1732708049.5091379,2548932730.377712,0.00045665575766801127
146738,621,167,731,2068460449.6800003,2778852769.3599997,4847313219.04,0.0013679890560875513
15680,6616,7113,12863,6955864603.210001,4793939252.528079,11749803855.73808,0.00023322708543885564
146768,631,145,723,643975072.61,4597919624.36,5241894696.969999,0.0013831258644536654
146776,783,207,925,375264148.1389659,74064408.53,449328556.66896594,0.0
15726,4147,3244,7016,172695193049.2559,407600164983.8209,580295358033.0768,0.0005701254275940707
146809,601,167,726,199337660.18,69335462.57000001,268673122.75,0.0
15740,4072,2628,6252,141937707983.52087,20315822298.48,162253530282.0009,0.0
15745,3202,1782,4651,920994698025.95,35065160150.82,956059858176.7699,0.00021500752526338422
15763,7235,5985,12580,2326682147.247225,1385693286.4610863,3712375433.708311,0.000397456279809221
15783,6884,6350,12405,3510130584.60256,1438866880.799825,4948997465.402385,0.0002418379685610641
15786,6521,6676,12405,3236837854.4500003,6146737045.62,9383574900.07,0.00032245062474808546
146893,423,113,499,830671287.3299999,40500429.38,871171716.7099999,0.0
15875,4502,3345,7373,1266737782.6107168,1113374651.5499997,2380112434.1607165,0.00040689000406890003
15885,9560,13363,21508,15707946550.44241,38927107957.46138,54635054507.90379,0.0003719546215361726
146998,114,20,120,12158904.42,7664156.56,19823060.98,0.0
147006,279,29,289,296762962368.01,106945534.46000001,296869907902.47003,0.0
147062,217,30,229,301317115.87,53710736.56999999,355027852.44,0.0
147153,1321,351,1555,240867609.04000002,8594899.72,249462508.76000002,0.0
147325,905,373,1188,40671099.89,14634283.32,55305383.21,0.0008417508417508417
16262,7527,6367,13036,7727532959.335491,7626638936.005641,15354171895.341133,0.00023013194231359313
16263,7081,6989,13297,3392009329.8352184,1955308150.7391157,5347317480.574334,0.0001504098668872678
16293,7027,5935,12135,1816731125.27,628364172.04,2445095297.31,0.0003296250515039143
16298,3312,2018,4954,1156523394.75,460316610.13,1616840004.88,0.0012111425111021397
147379,376,82,427,44751802.499999985,21300793.110000003,66052595.609999985,0.00234192037470726
147382,322,70,363,163317061.85000002,151368226.74999994,314685288.59999996,0.0
147445,977,265,1151,230662619.33999997,50949771.10000001,281612390.44,0.0017376194613379669
147509,1354,375,1602,463249130.1600419,54006373.520042,517255503.68008393,0.0
16456,5736,5590,10647,2382322283.462594,1889517071.7547503,4271839355.2173443,0.0002817695125387433
16505,6450,5938,11682,451512993.219939,1608460394.844208,2059973388.064147,0.00042800890258517377
16584,4319,2699,6438,9215051500.743866,8780130442.390247,17995181943.134113,0.00015532774153463808
147669,1187,344,1422,23639722.799999997,9823087.96,33462810.759999998,0.0007032348804500703
16679,4819,3530,7745,3051461528.640396,802145576.1617751,3853607104.802171,0.0006455777921239509
16739,4363,2743,6605,3881270010.5841007,542964743.3299999,4424234753.914101,0.0006056018168054504
147841,1474,414,1754,769160229.04,50197960.849999994,819358189.89,0.0
16866,4205,2826,6516,179336381679.96368,180842027501.47003,360178409181.4337,0.0001534683855125844
16934,6147,5268,10611,1684140970.55461,2290126697.451769,3974267668.006379,0.00018848364904344549
148040,1035,393,1332,28151679.800000004,171698637.01,199850316.81,0.0
17036,6290,4933,10563,1132163971.239589,1007300393.59989,2139464364.839479,9.467007478935909e-05
17059,5505,4275,9234,1239891291.77,724761105.5600001,1964652397.33,0.000649772579597141
148150,1042,271,1206,54523495.20999999,13906825.66,68430320.86999999,0.0
17096,3431,2212,5286,245906713632.20572,32686819020.170002,278593532652.37573,0.00037835792659856227
17102,3855,2135,5604,520196851.9499999,305429192.52,825626044.4699999,0.0007137758743754461
148227,1134,273,1318,20811273.45,13463615.809999999,34274889.26,0.0
17180,3223,2282,5163,36823005704.37,63256356318.58,100079362022.95001,0.0001936858415649816
17213,7220,8568,14762,282982704702.96,291915306190.3826,574898010893.3427,0.0004741904890936187
148288,1319,414,1582,689403729.4499999,239821847.71999994,929225577.1699998,0.0
17256,4181,2775,6477,1647591277.3700004,816357563.33595,2463948840.7059503,0.0003087849312953528
17289,3794,2093,5513,2617402632.0,304066126.49,2921468758.49,0.0009069472156720479
17319,5551,4850,9689,1288626123.1,1358735194.5500002,2647361317.65,0.0003096294767261843
17353,6432,4744,10560,900647384.0672549,1951013510.6499996,2851660894.7172546,0.0002840909090909091
148441,889,299,1085,57099294.040000014,50937508.699999996,108036802.74000001,0.0
17380,3076,1830,4580,19533144974.830006,15510306514.167534,35043451488.99754,0.0
148520,895,274,1088,544362388.7900001,244836966.73000002,789199355.5200001,0.0
17579,2955,1220,3880,57167350700.54,14275167201.55,71442517902.09,0.0007731958762886598
148698,8312,10510,17665,19767295779.441063,23666627239.95201,43433923019.393074,0.0003962637984715539
17694,5679,4413,9446,826283954.6378621,286438122.95,1112722077.587862,0.0003175947491001482
17768,7871,8203,15030,13237035477.5,10374705141.773335,23611740619.273335,0.0003992015968063872
148859,807,218,958,754662241.2,3799306.96,758461548.1600001,0.0010438413361169101
17803,4229,2650,6438,860781637.8701,553970321.5701001,1414751959.4402,0.00046598322460391424
148894,5938,6078,11275,18562366879.7,24292265658.46,42854632538.16,8.869179600886918e-05
17831,4656,3374,7564,397355168.96999997,414624765.9121499,811979934.8821499,0.0007932310946589106
17891,2232,856,2872,410057531230.69,13392796936.52,423450328167.21,0.0
149034,4583,3939,7982,7036231617.063047,5372686114.29,12408917731.353046,0.00037584565271861687
149102,929,236,1086,148295485.16,6888701.649999999,155184186.81,0.0009208103130755065
149108,4578,3926,7991,5476485530.86,4152479772.6487584,9628965303.508759,0.0006257039169065198
18076,5236,3470,8129,1722552747.530436,377844575.55999994,2100397323.090436,0.00012301636117603641
18081,6609,5847,11781,2668902346.27544,5364838242.25107,8033740588.52651,0.0005092946269416857
18084,6204,5757,11217,2020321837.88,880534943.1722721,2900856781.0522723,0.0001783007934385308
18121,5107,3929,8501,3306928807.4302983,2013059676.6,5319988484.030298,0.0005881660981061052
149205,5018,3174,7691,16051670809.930002,12241921565.608797,28293592375.5388,0.0002600442075152776
18247,3883,2441,5893,607386199.15236,1142216005.0016599,1749602204.1540198,0.00033938571186153065
18256,1930,925,2658,10471965865.06,6117170422.88,16589136287.939999,0.0007524454477050414
149329,1017,334,1248,96130837.580751,85910203.62,182041041.200751,0.0
18270,4117,2673,6342,954677686.103101,697280640.6600001,1651958326.763101,0.000630715862503942
18283,1617,644,2083,22867369347.989994,6036506606.07,28903875954.059994,0.00048007681228996637
18324,3988,2152,5720,845086820.76,99014193.99000001,944101014.75,0.00034965034965034965
18326,4249,2579,6390,550964823.887084,404071271.165194,955036095.052278,0.00031298904538341156
18355,4390,2277,6242,647210984.31,1241244192.42,1888455176.73,0.00016020506247997436
149453,3871,2700,6183,15684343066.302011,5559625326.51,21243968392.81201,0.00016173378618793466
18396,3247,1945,4887,403876336.08000004,1677172531.000442,2081048867.080442,0.0002046245140167792
18491,5091,4050,8548,1111635391.251053,606379005.1299999,1718014396.381053,0.0004679457182966776
18493,3995,2401,5998,65270062999.532616,66806470683.571625,132076533683.10425,0.0008336112037345782
18520,4587,3206,7271,709946107.12,456660951.14337003,1166607058.26337,0.0005501306560308073
18586,3210,1786,4597,567072433.992751,74833210.86000001,641905644.852751,0.0
18624,4756,4063,8231,1098138002.5576658,1134291537.64,2232429540.197666,0.0007289515247236059
149701,1298,483,1624,162370176.8,28570939.0,190941115.8,0.0
18656,5661,4642,9596,3588847651.840385,2983793587.790635,6572641239.63102,0.0005210504376823677
18665,4150,2567,6286,369379787.9599999,430958224.72,800338012.68,0.0007954183900731785
18671,3945,2419,5949,1259688015.5613308,580423864.9904041,1840111880.551735,0.00016809547823163558
149772,3273,1738,4726,2383249265.9700003,1240114018.64,3623363284.6100006,0.0006347862886161659
149805,3079,1867,4622,2844863961.63,2324439198.6,5169303160.23,0.0008654262224145391
18747,6103,5038,10465,2553736605.007562,2296310010.9799995,4850046615.987562,0.0007644529383659818
149836,3042,1445,4178,2739021493.6800003,988844836.15,3727866329.8300004,0.0007180469123982767
149891,2988,1398,4139,925138300.0699999,1490718887.32,2415857187.39,0.00024160425223483932
18840,5397,4497,9227,2588669269.128214,523102846.0000101,3111772115.128224,0.00032513276254470577
18890,5720,5274,10412,9186774981.514868,10122673640.483679,19309448621.998547,0.0004802151363810987
149962,1259,477,1613,49067872.08999999,59799724.7,108867596.78999999,0.0006199628022318661
18903,3861,2480,5872,1497769322.8899999,493350737.15,1991120060.04,0.0
18935,1850,599,2299,142348510329.69,24350321379.54,166698831709.23,0.0
150020,1146,443,1479,153237355.74,36389684.56,189627040.3,0.002028397565922921
150028,2508,1224,3496,3043803580.95966,2730945637.0,5774749217.95966,0.0011441647597254005
18990,4121,2819,6522,933807091.240107,269699431.650107,1203506522.890214,0.00045998160073597056
150069,174,45,196,167058325.29,64467232.98,231525558.26999998,0.0
19085,3807,2616,6031,692517206.9499999,418735182.119734,1111252389.0697339,0.000165809981760902
19104,5536,6018,10876,10787463241.552881,13107655000.147995,23895118241.700874,0.0002758367046708349
19172,712,264,908,621014184.6600001,119783261.31,740797445.97,0.0
19182,5558,4555,9507,11007961553.490807,7633448040.540805,18641409594.031612,0.00021037130535394972
150269,1430,485,1779,187021664.064739,110453776.82000002,297475440.88473904,0.0
19229,6231,4837,10413,1817715340.6654491,2286557429.825178,4104272770.4906273,0.00019206760779794487
150317,927,200,1039,89290559.56,15665257.250000002,104955816.81,0.0009624639076034649
19296,3950,2257,5813,1007551884.99,309802701.9,1317354586.8899999,0.0003440564252537416
19300,3442,1893,4963,335215563.9,133957065.60028899,469172629.50028896,0.0006044731009470078
150372,267,40,282,54764631.739999995,17835576.62,72600208.36,0.0
19325,3823,2349,5745,9595312790.59,1409205312.71,11004518103.3,0.00034812880765883376
150407,2143,1012,2935,10434040903.75,386507018.26,10820547922.01,0.0
19368,3597,1908,5160,1442251695.890032,309509764.930032,1751761460.820064,0.0007751937984496124
19413,6861,8036,14064,60601978707.13488,240363825550.1943,300965804257.32916,7.110352673492605e-05
19414,7021,9003,15052,49182183057.48801,142621855717.81125,191804038775.29926,0.0006643635397289397
19419,4976,2824,7203,694520695.3699999,201046002.14150602,895566697.5115058,0.0006941552131056504
19521,6032,4919,10185,6782908773.790007,6456196284.470007,13239105058.260014,0.00039273441335297007
19561,3797,1765,5224,499879619.43000007,258463398.96000004,758343018.3900001,0.00038284839203675346
19589,3635,2337,5565,9212591284.189999,9063395604.08,18275986888.269997,0.0
19622,4759,3282,7541,1215507393.6869001,561337121.001653,1776844514.688553,0.0005304336294921098
19629,3097,1831,4572,990864126.117526,717844027.98,1708708154.097526,0.0004374453193350831
150730,1892,527,2248,935222731.45,1073462720.3400002,2008685451.7900002,0.0008896797153024911
150810,1596,620,2048,914764050.01,1332774129.93,2247538179.94,0.0009765625
150820,1439,497,1795,3484588583.9700003,210448673.42000002,3695037257.3900003,0.0
150841,1724,629,2190,1151619803.73,508417154.05999994,1660036957.79,0.00045662100456621003
19836,7005,9749,15550,199903206916.19,228300886705.5178,428204093621.70776,0.0002572347266881029
19856,7567,8833,15267,169173736214.59998,143718180767.84082,312891916982.4408,0.00039300451955197487
19931,5270,4394,8930,11766912203.11,1965440292.2799997,13732352495.39,0.00011198208286674133
151021,1337,290,1507,530658567.71120006,172902816.4712,703561384.1824,0.0006635700066357001
151037,1350,350,1593,4211285883.4700003,80782567.9,4292068451.3700004,0.0006277463904582549
19970,4825,3890,8162,10036338146.170277,6250547764.949505,16286885911.119781,0.00012251899044351874
151192,268,33,273,25579549.26,10224533.400000002,35804082.660000004,0.0
151250,1224,332,1444,508891869.2870809,80201540.167081,589093409.4541619,0.0006925207756232687
151378,1002,279,1179,358950231.18,31916578.290000007,390866809.47,0.0
151428,786,184,888,37193296.46000001,9519010.64,46712307.10000001,0.0022522522522522522
151442,1278,418,1561,56997969.14,60655029.2,117652998.34,0.0006406149903907751
151525,773,200,893,674767909.4499998,20181044.77,694948954.2199998,0.0011198208286674132
20511,1482,516,1832,20680826423.370003,19793623036.000004,40474449459.37001,0.001091703056768559
20592,3806,1842,5232,380194753.40999997,3789168069.960001,4169362823.370001,0.00095565749235474
151678,1009,278,1195,1727651675.04,64259010.18000001,1791910685.22,0.0
151782,769,270,954,1673188084.2200003,39105582.11,1712293666.3300002,0.0
20737,3332,1747,4712,439608439.17002106,3053012733.2600217,3492621172.4300427,0.00021222410865874363
151852,782,132,847,1844046987.43,164827206.48999998,2008874193.92,0.0023612750885478157
151857,789,116,843,1540598925.35,62444979.45,1603043904.8,0.0011862396204033216
20798,2902,1698,4277,304218365.47,362510955.71000004,666729321.1800001,0.00046761748889408465
151922,658,112,717,1405844821.6499999,45884377.98,1451729199.6299999,0.001394700139470014
151944,393,137,478,292714947.66999996,48181118.82000001,340896066.48999995,0.0
21048,2805,1502,4021,347495116.82,554854272.450907,902349389.2709069,0.0
21063,3858,2321,5716,668693987.189867,958529634.060107,1627223621.249974,0.0
152182,1401,326,1580,586556185.5,51167071.050000004,637723256.55,0.0006329113924050633
21130,4058,2248,5894,618416206.05014,1865126493.38014,2483542699.43028,0.00016966406515100103
152229,1226,341,1440,141087739.79007,270147630.48007,411235370.27014,0.0
21246,3885,1929,5390,4640311644.050328,457373894.56032896,5097685538.610657,0.0009276437847866419
